OrderID,Week,Order_Date,Customer_Name,Customer_Age,Country,City,Product,Units_Sold,Price_INR,Marketing_Spend_INR,Discount_Percentage,Payment_Method,Shipping_Status,Delivery_Time_Days,Revenue_INR,Discount_Amount_INR,Final_Amount_INR
352,20,2023-01-15 15:00:00,James Smith,42,USA,New York,Keyboard,39,79052,27228,25,Debit Card,Delivered,8,3083028,770757.0,2312271.0
353,15,2023-01-15 16:00:00,Emma Brown,54,Singapore,New York,Tablet,4,48058,29717,25,Cash on Delivery,Shipped,10,192232,48058.0,144174.0
354,3,2023-01-15 17:00:00,Liam Walker,25,UK,Hyderabad,Gaming Console,42,75094,7023,3,Debit Card,Delivered,2,3153948,94618.0,3059330.0
355,8,2023-01-15 18:00:00,Aditi Verma,59,Japan,Paris,Smartphone,13,75255,12897,16,UPI,Delivered,12,978315,156530.0,821785.0
356,20,2023-01-15 19:00:00,Chen Wei,33,Germany,London,Smart TV,34,5886,8611,13,Net Banking,Delivered,7,200124,26016.0,174108.0
357,16,2023-01-15 20:00:00,Yuki Nakamura,25,Italy,Tokyo,Power Bank,42,38387,25620,17,Net Banking,Returned,6,1612254,274083.0,1338171.0
358,13,2023-01-15 21:00:00,Yuki Nakamura,18,UAE,Mumbai,Drone,21,22575,2901,26,Credit Card,Delivered,2,474075,123260.0,350815.0
359,18,2023-01-15 22:00:00,Chen Wei,22,Italy,Mumbai,Earbuds,22,40643,29914,0,Credit Card,Returned,5,894146,0.0,894146.0
360,10,2023-01-15 23:00:00,Diya Iyer,20,India,Chennai,Bluetooth Speaker,4,11100,27440,21,Debit Card,Returned,7,44400,9324.0,35076.0
361,19,2023-01-16 00:00:00,Arjun Reddy,18,India,Kolkata,Gaming Console,18,61356,9981,15,Net Banking,Delivered,8,1104408,165661.0,938747.0
362,17,2023-01-16 01:00:00,Aarav Patel,21,UAE,Bangalore,Bluetooth Speaker,5,8856,28841,2,UPI,Shipped,3,44280,886.0,43394.0
363,19,2023-01-16 02:00:00,Emily Johnson,57,USA,London,Power Bank,19,39169,10567,22,UPI,Delivered,1,744211,163726.0,580485.0
364,5,2023-01-16 03:00:00,Fatima Khan,52,UAE,Berlin,Bluetooth Speaker,2,29804,13876,20,UPI,Pending,13,59608,11922.0,47686.0
365,9,2023-01-16 04:00:00,Fatima Khan,49,Italy,Dubai,Wireless Mouse,12,36790,29504,8,Debit Card,Shipped,7,441480,35318.0,406162.0
366,12,2023-01-16 05:00:00,Fatima Khan,59,Italy,Kolkata,Power Bank,17,31988,14324,22,Debit Card,Returned,13,543796,119635.0,424161.0
367,1,2023-01-16 06:00:00,Aditi Verma,51,Japan,Hyderabad,Wireless Mouse,10,77448,13944,3,Cash on Delivery,Returned,5,774480,23234.0,751246.0
368,1,2023-01-16 07:00:00,Fatima Khan,42,France,Berlin,Gaming Console,34,39506,13379,20,UPI,Shipped,5,1343204,268641.0,1074563.0
369,15,2023-01-16 08:00:00,Haruto Tanaka,27,Canada,New York,Power Bank,6,68306,25858,4,UPI,Shipped,7,409836,16393.0,393443.0
370,2,2023-01-16 09:00:00,Rahul Sharma,38,UK,Tokyo,Router,8,13305,16612,10,Debit Card,Delivered,1,106440,10644.0,95796.0
371,16,2023-01-16 10:00:00,Yuki Nakamura,56,Italy,London,Gaming Console,11,10969,1039,20,Debit Card,Returned,8,120659,24132.0,96527.0
372,8,2023-01-16 11:00:00,Emily Johnson,44,Germany,Paris,Drone,12,13404,11474,25,Cash on Delivery,Pending,12,160848,40212.0,120636.0
373,13,2023-01-16 12:00:00,Rahul Sharma,44,UAE,Kolkata,Wireless Mouse,9,9989,14346,8,Cash on Delivery,Delivered,14,89901,7192.0,82709.0
374,1,2023-01-16 13:00:00,Emma Brown,19,Singapore,Kolkata,Router,2,66305,6115,25,Credit Card,Shipped,10,132610,33152.0,99458.0
375,16,2023-01-16 14:00:00,Emily Johnson,58,France,Tokyo,Tablet,8,36983,27744,2,Net Banking,Returned,5,295864,5917.0,289947.0
376,7,2023-01-16 15:00:00,Rahul Sharma,30,Italy,Berlin,Tablet,11,40462,29790,5,UPI,Shipped,8,445082,22254.0,422828.0
377,5,2023-01-16 16:00:00,Emily Johnson,26,UAE,Chennai,Power Bank,36,20360,16516,23,UPI,Shipped,10,732960,168581.0,564379.0
378,3,2023-01-16 17:00:00,Emma Brown,53,Australia,Bangalore,Keyboard,10,27287,29013,10,Cash on Delivery,Shipped,10,272870,27287.0,245583.0
379,12,2023-01-16 18:00:00,Sophia Davis,39,France,Berlin,Drone,21,66472,3456,8,Cash on Delivery,Delivered,5,1395912,111673.0,1284239.0
380,16,2023-01-16 19:00:00,Haruto Tanaka,59,USA,Bangalore,Router,20,62313,8577,28,Credit Card,Pending,12,1246260,348953.0,897307.0
381,19,2023-01-16 20:00:00,Aditi Verma,43,UK,Kolkata,Tablet,48,35160,4222,14,Net Banking,Pending,7,1687680,236275.0,1451405.0
382,5,2023-01-16 21:00:00,Aditi Verma,29,China,Delhi,Earbuds,8,7789,12559,22,Credit Card,Returned,10,62312,13709.0,48603.0
383,14,2023-01-16 22:00:00,Diya Iyer,34,China,Kolkata,Keyboard,36,28181,26909,27,Net Banking,Shipped,3,1014516,273919.0,740597.0
384,5,2023-01-16 23:00:00,Chen Wei,31,Japan,Kolkata,Router,29,15385,5587,2,UPI,Pending,2,446165,8923.0,437242.0
385,15,2023-01-17 00:00:00,Aarav Patel,31,Japan,Tokyo,Earbuds,42,66641,10838,0,Credit Card,Shipped,6,2798922,0.0,2798922.0
386,17,2023-01-17 01:00:00,Yuki Nakamura,51,USA,New York,Drone,12,45247,23344,19,Cash on Delivery,Returned,5,542964,103163.0,439801.0
387,14,2023-01-17 02:00:00,Fatima Khan,37,Singapore,Tokyo,Drone,14,6544,2670,28,Credit Card,Shipped,9,91616,25652.0,65964.0
388,20,2023-01-17 03:00:00,Haruto Tanaka,28,Japan,London,Tablet,48,14275,3891,21,Credit Card,Pending,10,685200,143892.0,541308.0
389,5,2023-01-17 04:00:00,Suresh Kumar,33,Canada,Kolkata,Tablet,21,64248,7442,18,UPI,Shipped,4,1349208,242857.0,1106351.0
390,12,2023-01-17 05:00:00,Fatima Khan,48,Italy,Bangalore,DSLR Camera,22,35550,18500,13,Cash on Delivery,Pending,11,782100,101673.0,680427.0
391,16,2023-01-17 06:00:00,Aarav Patel,23,UK,Dubai,DSLR Camera,21,54693,14306,16,Cash on Delivery,Returned,3,1148553,183768.0,964785.0
392,16,2023-01-17 07:00:00,Yuki Nakamura,36,UAE,Bangalore,Gaming Console,44,20641,15292,21,Debit Card,Shipped,9,908204,190723.0,717481.0
393,7,2023-01-17 08:00:00,James Smith,54,USA,Paris,Power Bank,30,72749,13309,13,Debit Card,Pending,8,2182470,283721.0,1898749.0
394,4,2023-01-17 09:00:00,Aarav Patel,21,India,Berlin,Smartwatch,39,16605,15355,16,Debit Card,Returned,6,647595,103615.0,543980.0
395,1,2023-01-17 10:00:00,Haruto Tanaka,21,UAE,Mumbai,Router,20,51713,9608,24,UPI,Shipped,1,1034260,248222.0,786038.0
396,5,2023-01-17 11:00:00,Rahul Sharma,37,UAE,Paris,Smartwatch,24,21390,29888,26,Credit Card,Returned,14,513360,133474.0,379886.0
397,10,2023-01-17 12:00:00,Emily Johnson,27,Australia,Chennai,Tablet,23,76403,6958,13,Cash on Delivery,Pending,10,1757269,228445.0,1528824.0
398,5,2023-01-17 13:00:00,Chen Wei,41,USA,Hyderabad,Bluetooth Speaker,7,59466,3256,11,Cash on Delivery,Shipped,13,416262,45789.0,370473.0
399,4,2023-01-17 14:00:00,Chen Wei,52,USA,London,Tablet,9,4981,7353,15,Credit Card,Shipped,12,44829,6724.0,38105.0
400,2,2023-01-17 15:00:00,Suresh Kumar,43,China,London,Drone,1,10493,8209,0,Cash on Delivery,Shipped,11,10493,0.0,10493.0
401,20,2023-01-17 16:00:00,Haruto Tanaka,54,Germany,Chennai,DSLR Camera,26,72218,18820,12,Credit Card,Returned,1,1877668,225320.0,1652348.0
402,10,2023-01-17 17:00:00,Emma Brown,55,Singapore,Dubai,Gaming Console,38,72318,29118,5,UPI,Returned,12,2748084,137404.0,2610680.0
403,19,2023-01-17 18:00:00,James Smith,38,Germany,Hyderabad,Drone,38,17984,19975,16,UPI,Pending,6,683392,109343.0,574049.0
404,1,2023-01-17 19:00:00,Emma Brown,57,Canada,New York,Tablet,44,23760,13347,11,UPI,Delivered,13,1045440,114998.0,930442.0
405,5,2023-01-17 20:00:00,Aditi Verma,56,India,Kolkata,Smart TV,22,2524,17852,22,Credit Card,Shipped,3,55528,12216.0,43312.0
406,13,2023-01-17 21:00:00,Diya Iyer,38,UAE,Hyderabad,Keyboard,44,50402,7797,18,Credit Card,Shipped,3,2217688,399184.0,1818504.0
407,4,2023-01-17 22:00:00,Aditi Verma,27,China,Dubai,Fitness Band,10,66614,28440,5,Net Banking,Pending,6,666140,33307.0,632833.0
408,16,2023-01-17 23:00:00,Aarav Patel,55,India,Delhi,Drone,6,36891,16756,6,Cash on Delivery,Shipped,13,221346,13281.0,208065.0
409,16,2023-01-18 00:00:00,Fatima Khan,21,UAE,Mumbai,Bluetooth Speaker,17,40832,3703,0,Cash on Delivery,Returned,3,694144,0.0,694144.0
410,2,2023-01-18 01:00:00,Rahul Sharma,37,Canada,Hyderabad,Smart TV,38,46836,6999,0,Net Banking,Returned,13,1779768,0.0,1779768.0
411,17,2023-01-18 02:00:00,Suresh Kumar,34,Germany,Hyderabad,Gaming Console,24,74953,5673,28,Net Banking,Shipped,11,1798872,503684.0,1295188.0
412,20,2023-01-18 03:00:00,Aarav Patel,24,USA,Mumbai,Router,10,14362,17773,4,UPI,Shipped,10,143620,5745.0,137875.0
413,12,2023-01-18 04:00:00,Liam Walker,21,Japan,Kolkata,Gaming Console,8,67745,25868,5,Net Banking,Returned,6,541960,27098.0,514862.0
414,18,2023-01-18 05:00:00,James Smith,46,Japan,Hyderabad,Earbuds,21,38921,12150,15,Credit Card,Shipped,5,817341,122601.0,694740.0
415,3,2023-01-18 06:00:00,Chen Wei,31,Italy,Mumbai,Laptop,6,71434,9673,24,Debit Card,Returned,4,428604,102865.0,325739.0
416,1,2023-01-18 07:00:00,James Smith,20,France,Mumbai,Smart TV,21,19562,7882,15,Credit Card,Delivered,8,410802,61620.0,349182.0
417,1,2023-01-18 08:00:00,Aarav Patel,41,Australia,Mumbai,Earbuds,39,65510,20415,13,Net Banking,Delivered,2,2554890,332136.0,2222754.0
418,19,2023-01-18 09:00:00,Aarav Patel,54,Singapore,Tokyo,DSLR Camera,24,77407,28605,0,Cash on Delivery,Shipped,12,1857768,0.0,1857768.0
419,11,2023-01-18 10:00:00,Haruto Tanaka,33,Canada,Dubai,Smartphone,33,8610,1301,12,Credit Card,Shipped,14,284130,34096.0,250034.0
420,5,2023-01-18 11:00:00,Fatima Khan,21,Australia,Tokyo,Bluetooth Speaker,18,16791,8734,19,Cash on Delivery,Shipped,11,302238,57425.0,244813.0
421,12,2023-01-18 12:00:00,Aditi Verma,41,Italy,Delhi,Keyboard,28,59047,14397,9,Credit Card,Returned,7,1653316,148798.0,1504518.0
422,3,2023-01-18 13:00:00,Chen Wei,51,Italy,Paris,Smartphone,32,68906,15697,23,Cash on Delivery,Delivered,4,2204992,507148.0,1697844.0
423,1,2023-01-18 14:00:00,Diya Iyer,47,Singapore,New York,Power Bank,12,20665,20233,9,Credit Card,Delivered,2,247980,22318.0,225662.0
424,1,2023-01-18 15:00:00,Fatima Khan,35,UAE,Tokyo,Wireless Mouse,48,71246,24889,8,Cash on Delivery,Pending,7,3419808,273585.0,3146223.0
425,8,2023-01-18 16:00:00,Emily Johnson,36,Australia,Tokyo,Fitness Band,42,66864,10469,12,Debit Card,Pending,13,2808288,336995.0,2471293.0
426,10,2023-01-18 17:00:00,Haruto Tanaka,48,Germany,Paris,DSLR Camera,27,47451,3701,2,UPI,Shipped,1,1281177,25624.0,1255553.0
427,11,2023-01-18 18:00:00,Haruto Tanaka,36,Singapore,Dubai,DSLR Camera,10,46890,17233,26,Credit Card,Returned,4,468900,121914.0,346986.0
428,12,2023-01-18 19:00:00,Suresh Kumar,36,Italy,Paris,Smartphone,46,7794,26643,17,Debit Card,Shipped,9,358524,60949.0,297575.0
429,13,2023-01-18 20:00:00,Rahul Sharma,39,Germany,New York,Smart TV,42,33888,26205,19,UPI,Delivered,14,1423296,270426.0,1152870.0
430,12,2023-01-18 21:00:00,Diya Iyer,41,USA,Chennai,Laptop,32,7749,28035,1,Credit Card,Shipped,4,247968,2480.0,245488.0
431,14,2023-01-18 22:00:00,Yuki Nakamura,29,China,Mumbai,Keyboard,42,47531,28863,16,Debit Card,Shipped,12,1996302,319408.0,1676894.0
432,2,2023-01-18 23:00:00,Sophia Davis,47,Germany,Berlin,Smart TV,26,21608,10472,27,Debit Card,Delivered,13,561808,151688.0,410120.0
433,19,2023-01-19 00:00:00,Yuki Nakamura,55,UAE,London,Smartphone,25,70211,1083,18,Debit Card,Delivered,3,1755275,315950.0,1439325.0
434,18,2023-01-19 01:00:00,Aarav Patel,48,Japan,New York,Keyboard,11,57017,13219,22,Net Banking,Delivered,10,627187,137981.0,489206.0
435,3,2023-01-19 02:00:00,Arjun Reddy,53,Australia,Delhi,Power Bank,23,58676,3877,12,Cash on Delivery,Delivered,10,1349548,161946.0,1187602.0
436,17,2023-01-19 03:00:00,Chen Wei,36,UAE,Kolkata,Fitness Band,34,12560,22912,12,UPI,Pending,2,427040,51245.0,375795.0
437,8,2023-01-19 04:00:00,Arjun Reddy,53,France,Delhi,Fitness Band,40,55401,24578,0,Cash on Delivery,Returned,14,2216040,0.0,2216040.0
438,10,2023-01-19 05:00:00,Haruto Tanaka,47,UK,Mumbai,Smart TV,23,51468,23080,1,Cash on Delivery,Returned,3,1183764,11838.0,1171926.0
439,2,2023-01-19 06:00:00,Fatima Khan,50,Italy,New York,Smartwatch,29,33463,23967,0,Cash on Delivery,Delivered,1,970427,0.0,970427.0
440,19,2023-01-19 07:00:00,Emily Johnson,35,Singapore,Delhi,Smart TV,31,32663,15355,23,Debit Card,Returned,10,1012553,232887.0,779666.0
441,9,2023-01-19 08:00:00,Suresh Kumar,45,Canada,Delhi,Gaming Console,7,69706,3901,4,Cash on Delivery,Returned,8,487942,19518.0,468424.0
442,7,2023-01-19 09:00:00,Liam Walker,28,France,Paris,Wireless Mouse,40,59773,14136,23,Net Banking,Returned,1,2390920,549912.0,1841008.0
443,4,2023-01-19 10:00:00,Arjun Reddy,50,Japan,Chennai,Earbuds,33,34123,20069,2,Credit Card,Returned,3,1126059,22521.0,1103538.0
444,18,2023-01-19 11:00:00,Suresh Kumar,34,Germany,Chennai,Router,21,10718,27270,28,Debit Card,Delivered,14,225078,63022.0,162056.0
445,13,2023-01-19 12:00:00,Haruto Tanaka,23,China,New York,Bluetooth Speaker,2,63637,22169,27,UPI,Shipped,3,127274,34364.0,92910.0
446,11,2023-01-19 13:00:00,Rahul Sharma,21,UAE,Mumbai,Wireless Mouse,18,1028,16238,6,Credit Card,Shipped,13,18504,1110.0,17394.0
447,4,2023-01-19 14:00:00,Emma Brown,37,USA,Tokyo,Smart TV,47,63370,26238,23,Credit Card,Shipped,2,2978390,685030.0,2293360.0
448,4,2023-01-19 15:00:00,Yuki Nakamura,44,UK,Bangalore,Laptop,33,48599,7272,21,Credit Card,Pending,14,1603767,336791.0,1266976.0
449,10,2023-01-19 16:00:00,Emily Johnson,32,India,Hyderabad,Fitness Band,37,18397,25374,12,Cash on Delivery,Returned,5,680689,81683.0,599006.0
450,5,2023-01-19 17:00:00,Chen Wei,23,France,London,Drone,34,46406,20231,28,Cash on Delivery,Delivered,10,1577804,441785.0,1136019.0
451,9,2023-01-19 18:00:00,Aditi Verma,31,China,Hyderabad,Wireless Mouse,20,48657,10631,22,Debit Card,Delivered,3,973140,214091.0,759049.0
452,3,2023-01-19 19:00:00,Aarav Patel,28,India,Dubai,Fitness Band,35,68560,1288,29,Cash on Delivery,Pending,3,2399600,695884.0,1703716.0
453,17,2023-01-19 20:00:00,Suresh Kumar,56,UK,Berlin,Keyboard,18,14503,21829,27,Cash on Delivery,Delivered,8,261054,70485.0,190569.0
454,3,2023-01-19 21:00:00,Rahul Sharma,26,Canada,Chennai,Laptop,46,55943,16684,17,Cash on Delivery,Shipped,4,2573378,437474.0,2135904.0
455,16,2023-01-19 22:00:00,Liam Walker,43,Canada,New York,Wireless Mouse,24,76839,3389,23,Debit Card,Pending,4,1844136,424151.0,1419985.0
456,4,2023-01-19 23:00:00,Sophia Davis,33,Australia,Hyderabad,Keyboard,8,26345,10069,20,Debit Card,Delivered,3,210760,42152.0,168608.0
457,18,2023-01-20 00:00:00,Yuki Nakamura,22,UK,Mumbai,Router,30,51390,22157,6,Net Banking,Pending,11,1541700,92502.0,1449198.0
458,17,2023-01-20 01:00:00,Aditi Verma,27,UK,London,Smart TV,44,60557,10641,0,Net Banking,Pending,1,2664508,0.0,2664508.0
459,7,2023-01-20 02:00:00,Chen Wei,20,India,Hyderabad,Keyboard,10,66054,20156,4,Net Banking,Delivered,8,660540,26422.0,634118.0
460,5,2023-01-20 03:00:00,Yuki Nakamura,30,China,London,Tablet,23,2906,25953,16,Net Banking,Shipped,1,66838,10694.0,56144.0
461,12,2023-01-20 04:00:00,Haruto Tanaka,47,UAE,Kolkata,DSLR Camera,49,41167,22118,27,Credit Card,Delivered,7,2017183,544639.0,1472544.0
462,17,2023-01-20 05:00:00,Sophia Davis,23,Singapore,Mumbai,Wireless Mouse,11,8961,12434,28,Credit Card,Returned,5,98571,27600.0,70971.0
463,13,2023-01-20 06:00:00,Yuki Nakamura,34,India,Berlin,Router,2,27140,10269,7,Net Banking,Returned,4,54280,3800.0,50480.0
464,3,2023-01-20 07:00:00,Diya Iyer,36,USA,Bangalore,Smart TV,26,59701,23786,14,Net Banking,Delivered,4,1552226,217312.0,1334914.0
465,9,2023-01-20 08:00:00,Liam Walker,59,Canada,Paris,DSLR Camera,36,78567,28215,19,UPI,Shipped,8,2828412,537398.0,2291014.0
466,17,2023-01-20 09:00:00,Rahul Sharma,52,Canada,Delhi,Smartwatch,33,29561,8112,3,Credit Card,Returned,11,975513,29265.0,946248.0
467,17,2023-01-20 10:00:00,Aarav Patel,43,Australia,London,Keyboard,47,51568,19376,1,UPI,Returned,11,2423696,24237.0,2399459.0
468,20,2023-01-20 11:00:00,Arjun Reddy,22,UAE,Berlin,Smartphone,13,74302,16705,4,UPI,Delivered,13,965926,38637.0,927289.0
469,16,2023-01-20 12:00:00,Sophia Davis,46,USA,Mumbai,Smartwatch,40,30504,27831,0,Cash on Delivery,Delivered,14,1220160,0.0,1220160.0
470,13,2023-01-20 13:00:00,Chen Wei,54,Canada,London,Fitness Band,25,38146,23629,24,Debit Card,Delivered,6,953650,228876.0,724774.0
471,19,2023-01-20 14:00:00,Haruto Tanaka,37,India,London,Smart TV,4,41297,14434,4,Credit Card,Pending,14,165188,6608.0,158580.0
472,17,2023-01-20 15:00:00,Diya Iyer,38,USA,Tokyo,Laptop,42,69607,10595,5,Net Banking,Pending,12,2923494,146175.0,2777319.0
473,4,2023-01-20 16:00:00,Aditi Verma,27,India,Tokyo,Tablet,19,17939,26458,1,Net Banking,Pending,1,340841,3408.0,337433.0
474,12,2023-01-20 17:00:00,Fatima Khan,22,Singapore,Paris,Power Bank,18,51715,4740,25,Debit Card,Delivered,14,930870,232718.0,698152.0
475,9,2023-01-20 18:00:00,James Smith,53,Singapore,Berlin,DSLR Camera,37,45460,19206,25,Credit Card,Shipped,10,1682020,420505.0,1261515.0
476,19,2023-01-20 19:00:00,Suresh Kumar,23,Canada,Mumbai,Earbuds,30,67576,11248,0,Net Banking,Returned,8,2027280,0.0,2027280.0
477,12,2023-01-20 20:00:00,Aarav Patel,43,Canada,Paris,DSLR Camera,19,69222,5798,3,Net Banking,Pending,13,1315218,39457.0,1275761.0
478,9,2023-01-20 21:00:00,Yuki Nakamura,21,China,Tokyo,Gaming Console,23,13666,2361,6,Cash on Delivery,Shipped,14,314318,18859.0,295459.0
479,7,2023-01-20 22:00:00,Arjun Reddy,56,Singapore,Dubai,Fitness Band,16,63119,14642,21,UPI,Delivered,2,1009904,212080.0,797824.0
480,14,2023-01-20 23:00:00,Sophia Davis,56,UAE,Bangalore,Drone,1,36321,23504,25,Net Banking,Pending,6,36321,9080.0,27241.0
481,20,2023-01-21 00:00:00,Yuki Nakamura,52,UAE,Paris,Drone,12,2779,26942,0,Credit Card,Delivered,9,33348,0.0,33348.0
482,19,2023-01-21 01:00:00,Emma Brown,18,France,New York,Bluetooth Speaker,24,14186,20931,0,Debit Card,Shipped,1,340464,0.0,340464.0
483,15,2023-01-21 02:00:00,Suresh Kumar,41,France,Paris,Smart TV,34,17459,24465,7,Cash on Delivery,Pending,6,593606,41552.0,552054.0
484,16,2023-01-21 03:00:00,Fatima Khan,53,Australia,Mumbai,Smartwatch,8,6057,7820,19,Credit Card,Pending,8,48456,9207.0,39249.0
485,5,2023-01-21 04:00:00,Diya Iyer,23,Singapore,Mumbai,Earbuds,18,61663,11867,15,Cash on Delivery,Pending,10,1109934,166490.0,943444.0
486,3,2023-01-21 05:00:00,Chen Wei,58,India,Dubai,Laptop,48,19733,17982,20,UPI,Pending,13,947184,189437.0,757747.0
487,12,2023-01-21 06:00:00,Liam Walker,48,India,Chennai,Router,5,20157,5747,12,Net Banking,Shipped,2,100785,12094.0,88691.0
488,20,2023-01-21 07:00:00,Diya Iyer,37,Japan,Chennai,Laptop,26,36030,2234,22,Credit Card,Pending,5,936780,206092.0,730688.0
489,4,2023-01-21 08:00:00,Diya Iyer,41,USA,Tokyo,Laptop,30,20613,5163,23,Debit Card,Returned,6,618390,142230.0,476160.0
490,16,2023-01-21 09:00:00,James Smith,42,Germany,New York,Power Bank,13,6188,6409,25,UPI,Returned,5,80444,20111.0,60333.0
491,7,2023-01-21 10:00:00,Rahul Sharma,53,France,Tokyo,Gaming Console,19,30680,20300,22,UPI,Delivered,3,582920,128242.0,454678.0
492,13,2023-01-21 11:00:00,Diya Iyer,38,Canada,Kolkata,Drone,29,61119,13318,17,Cash on Delivery,Pending,4,1772451,301317.0,1471134.0
493,10,2023-01-21 12:00:00,Yuki Nakamura,47,Australia,Kolkata,Laptop,3,75400,23186,29,UPI,Returned,7,226200,65598.0,160602.0
494,7,2023-01-21 13:00:00,Fatima Khan,41,UAE,Delhi,Router,26,56718,24477,19,Credit Card,Returned,4,1474668,280187.0,1194481.0
495,14,2023-01-21 14:00:00,Fatima Khan,59,Germany,Kolkata,Router,40,37445,17564,9,Cash on Delivery,Returned,9,1497800,134802.0,1362998.0
496,5,2023-01-21 15:00:00,Liam Walker,47,UK,Chennai,Keyboard,12,6796,8663,11,UPI,Shipped,11,81552,8971.0,72581.0
497,3,2023-01-21 16:00:00,Emily Johnson,39,Australia,Bangalore,Router,2,48218,18954,0,Debit Card,Pending,12,96436,0.0,96436.0
498,11,2023-01-21 17:00:00,Liam Walker,45,UK,Kolkata,Drone,11,40131,13858,9,Credit Card,Shipped,14,441441,39730.0,401711.0
499,11,2023-01-21 18:00:00,Yuki Nakamura,24,Italy,Tokyo,Laptop,44,9123,7168,8,Debit Card,Shipped,13,401412,32113.0,369299.0
500,18,2023-01-21 19:00:00,Chen Wei,52,Singapore,London,Router,28,9222,13516,2,Debit Card,Returned,13,258216,5164.0,253052.0
501,15,2023-01-21 20:00:00,Emily Johnson,45,UK,Mumbai,Smart TV,18,25074,8501,27,Cash on Delivery,Returned,10,451332,121860.0,329472.0
502,12,2023-01-21 21:00:00,Emily Johnson,31,UK,Bangalore,Gaming Console,13,30825,10421,18,Net Banking,Delivered,2,400725,72130.0,328595.0
503,9,2023-01-21 22:00:00,Arjun Reddy,27,Italy,Bangalore,Wireless Mouse,37,37839,2691,25,Cash on Delivery,Pending,5,1400043,350011.0,1050032.0
504,10,2023-01-21 23:00:00,Arjun Reddy,33,China,Paris,Tablet,22,69322,9359,8,Credit Card,Pending,8,1525084,122007.0,1403077.0
505,12,2023-01-22 00:00:00,Aditi Verma,33,China,Tokyo,Tablet,12,57321,26688,9,Credit Card,Returned,14,687852,61907.0,625945.0
506,17,2023-01-22 01:00:00,Sophia Davis,48,China,Mumbai,Gaming Console,2,26988,24470,18,Cash on Delivery,Returned,5,53976,9716.0,44260.0
507,6,2023-01-22 02:00:00,Sophia Davis,59,Singapore,Chennai,Bluetooth Speaker,37,36507,9372,15,Net Banking,Pending,10,1350759,202614.0,1148145.0
508,7,2023-01-22 03:00:00,Haruto Tanaka,42,Germany,Bangalore,Power Bank,7,24806,26048,23,Cash on Delivery,Delivered,12,173642,39938.0,133704.0
509,14,2023-01-22 04:00:00,Aarav Patel,30,Australia,Delhi,Fitness Band,26,37901,19730,17,Credit Card,Returned,8,985426,167522.0,817904.0
510,13,2023-01-22 05:00:00,Rahul Sharma,23,Australia,Tokyo,Fitness Band,26,18043,27208,13,Net Banking,Delivered,8,469118,60985.0,408133.0
511,8,2023-01-22 06:00:00,Sophia Davis,26,Canada,Bangalore,Earbuds,24,76761,19347,28,Credit Card,Shipped,9,1842264,515834.0,1326430.0
512,10,2023-01-22 07:00:00,Arjun Reddy,53,China,New York,Drone,12,10752,23721,2,Net Banking,Returned,10,129024,2580.0,126444.0
513,9,2023-01-22 08:00:00,Aditi Verma,37,Singapore,Berlin,Keyboard,16,69993,27605,1,Net Banking,Shipped,6,1119888,11199.0,1108689.0
514,18,2023-01-22 09:00:00,Diya Iyer,35,Canada,Paris,DSLR Camera,23,43616,27579,0,Cash on Delivery,Returned,12,1003168,0.0,1003168.0
515,2,2023-01-22 10:00:00,Aditi Verma,38,USA,Mumbai,Smart TV,40,53127,5422,17,Cash on Delivery,Shipped,4,2125080,361264.0,1763816.0
516,5,2023-01-22 11:00:00,Diya Iyer,21,Canada,Kolkata,Smartphone,9,75777,4892,23,Cash on Delivery,Returned,12,681993,156858.0,525135.0
517,5,2023-01-22 12:00:00,Chen Wei,50,Germany,Bangalore,Tablet,32,1453,20067,8,Net Banking,Delivered,11,46496,3720.0,42776.0
518,6,2023-01-22 13:00:00,Chen Wei,44,France,Tokyo,Wireless Mouse,15,76432,29109,12,Net Banking,Delivered,3,1146480,137578.0,1008902.0
519,19,2023-01-22 14:00:00,Emily Johnson,24,UK,Kolkata,Gaming Console,37,11976,14041,1,Credit Card,Delivered,12,443112,4431.0,438681.0
520,8,2023-01-22 15:00:00,Haruto Tanaka,23,China,Berlin,Earbuds,13,71404,20051,6,Debit Card,Shipped,14,928252,55695.0,872557.0
521,16,2023-01-22 16:00:00,Aarav Patel,32,Italy,Delhi,Gaming Console,5,78707,19881,15,Cash on Delivery,Delivered,5,393535,59030.0,334505.0
522,13,2023-01-22 17:00:00,Liam Walker,35,France,Kolkata,DSLR Camera,11,34688,15515,20,Credit Card,Shipped,6,381568,76314.0,305254.0
523,1,2023-01-22 18:00:00,Rahul Sharma,49,UAE,New York,Earbuds,10,3017,23405,18,Credit Card,Returned,3,30170,5431.0,24739.0
524,20,2023-01-22 19:00:00,Yuki Nakamura,28,Canada,Chennai,Tablet,13,8957,3727,24,UPI,Shipped,2,116441,27946.0,88495.0
525,17,2023-01-22 20:00:00,Emily Johnson,37,Singapore,Bangalore,Laptop,41,5792,23448,14,Cash on Delivery,Returned,7,237472,33246.0,204226.0
526,7,2023-01-22 21:00:00,Liam Walker,41,UK,Hyderabad,Keyboard,46,56982,27228,21,Credit Card,Pending,11,2621172,550446.0,2070726.0
527,13,2023-01-22 22:00:00,Sophia Davis,32,Australia,Hyderabad,Gaming Console,15,14237,26804,10,UPI,Pending,5,213555,21356.0,192199.0
